Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,ab_pitch,age_range,answer,best_instru,choice,clip,Condition_Id,conditions,consent,correct_incorrect_m_2,correct_incorrect_m_3,correct_incorrect_mem_1,correct_incorrect_p_1,correct_incorrect_p_2,correct_incorrect_p_3,correct_incorrect_practice_m,correct_incorrect_practice_p,correctCount,decision,earworm,errorCount,exampleCount,familiarity,fileArray,filePick,Frequenc,genre,genre_3,genre_4,hour,imagery,imagery_2,Instr,isCorrect,listen_time,music_theory,name_instru,nrErrors,num_instru,participant_choice,participant_choice_2,participant_choice2,participant_spacePress,participant_spacePress2,played_notplayed,practice_catseg_scramble,relative_pitch,response,response_seg,response_seg2,response_Time2,responseTime,retestCount,scramble_cat_1,scramble_cat_3,scramble_cat_4,scramble_catseg_4,scramble_level,scramble_m_1,scramble_m_2,scramble_m_3,scramble_open_3,scramble_p_1,scramble_p_2,scramble_p_3,set1response,soundName,strategy,time_atClipStart1,toneSequence,always_fullscreen,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
9,Memory3,4,Memory_3,5,23,,,,,First,3_2B_memory_8.mp3,3,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1600.0,,,,,,,,,2B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,6,20,,,,,First,4_8B_memory_9.mp3,2,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1255.0,,,,,,,,,8B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,7,52,,,,,Second,3_1B_memory_7.mp3,6,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1101.0,,,,,,,,,1B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,8,19,,,,,First,4_8B_memory_8.mp3,2,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1206.0,,,,,,,,,8B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,9,2,,,,,First,3_8B_memory_7.mp3,1,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,777.0,,,,,,,,,8B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,10,31,,,,,Second,3_2B_memory_6.mp3,4,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,683.0,,,,,,,,,2B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,11,27,,,,,First,4_2B_memory_6.mp3,3,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,941.0,,,,,,,,,2B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,12,56,,,,,First,4_1B_memory_5.mp3,6,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,593.0,,,,,,,,,1B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,13,6,,,,,First,4_8B_memory_5.mp3,1,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,881.0,,,,,,,,,8B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,14,45,,,,,First,3_1B_memory_10.mp3,5,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,772.0,,,,,,,,,1B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,15,25,,,,,First,3_2B_memory_10.mp3,3,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,726.0,,,,,,,,,2B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,16,15,,,,,Second,3_8B_memory_10.mp3,2,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,709.0,,,,,,,,,8B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,17,8,,,,,Second,4_8B_memory_7.mp3,1,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,760.0,,,,,,,,,8B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,18,60,,,,,Second,4_1B_memory_9.mp3,6,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1853.0,,,,,,,,,1B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,19,24,,,,,Second,3_2B_memory_9.mp3,3,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,795.0,,,,,,,,,2B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,20,58,,,,,First,4_1B_memory_7.mp3,6,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,2779.0,,,,,,,,,1B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,21,14,,,,,First,3_8B_memory_9.mp3,2,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,2139.0,,,,,,,,,8B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,22,29,,,,,First,4_2B_memory_8.mp3,3,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,2681.0,,,,,,,,,2B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,23,40,,,,,Second,4_2B_memory_9.mp3,4,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1205.0,,,,,,,,,2B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,24,7,,,,,First,4_8B_memory_6.mp3,1,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1145.0,,,,,,,,,8B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,25,41,,,,,Second,3_1B_memory_6.mp3,5,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1509.0,,,,,,,,,1B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,26,13,,,,,First,3_8B_memory_8.mp3,2,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1092.0,,,,,,,,,8B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,27,59,,,,,First,4_1B_memory_8.mp3,6,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1549.0,,,,,,,,,1B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,28,38,,,,,Second,4_2B_memory_7.mp3,4,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,929.0,,,,,,,,,2B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,29,26,,,,,Second,4_2B_memory_5.mp3,3,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1198.0,,,,,,,,,2B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,4,Memory_3,30,44,,,,,Second,3_1B_memory_9.mp3,5,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1173.0,,,,,,,,,1B,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,3,Ready?,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,2,Practice_Memory,1,5,,,,,Second,,2,,,,,,,,,incorrect_correc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1167.0,,,,,,,,,,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,2,Practice_Memory,2,1,,,,,Second,,1,,,,,,,,,correct_incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1631.0,,,,,,,,,,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,2,Practice_Memory,3,6,,,,,Second,,2,,,,,,,,,incorrect_correc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,2142.0,,,,,,,,,,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
9,Memory3,1,Instructions_Memory,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
7,AP_Screen,3,imported_AP_eval,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,1,1,,,,,,,1,,,,,,,,,,,,three,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I_O_S,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,2,5,,,,,,,5,,,,,,,,,,,,two,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O_S_I,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,3,6,,,,,,,6,,,,,,,,,,,,three,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O_I_S,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,4,3,,,,,,,3,,,,,,,,,,,,one,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_O_I,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,5,4,,,,,,,4,,,,,,,,,,,,one,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_I_O,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,6,2,,,,,,,2,,,,,,,,,,,,two,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I_S_O,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
7,AP_Screen,1,imported_AP_instruction,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
6,HP_Screen,3,imported_HP Evaluation,1,1,,,,,,,1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,1,6,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp1.1.flac,,,,,,,,,,,,,,,,,,,,,,,choice 1,,,,,,,,,,,,,,,,,,,hp1.1.flac,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,2,2,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp2.1.flac,,,,,,,,,,,,,,,,,,,,,,,choice 1,,,,,,,,,,,,,,,,,,,hp2.1.flac,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,3,5,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp2.2.flac,,,,,,,,,,,,,,,,,,,,,,,choice 2,,,,,,,,,,,,,,,,,,,hp2.2.flac,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,4,3,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp3.3.flac,,,,,,,,,,,,,,,,,,,,,,,choice 3,,,,,,,,,,,,,,,,,,,hp3.3.flac,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,5,4,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp6.2.flac,,,,,,,,,,,,,,,,,,,,,,,choice 2,,,,,,,,,,,,,,,,,,,hp6.2.flac,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,6,1,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp2.3.flac,,,,,,,,,,,,,,,,,,,,,,,choice 3,,,,,,,,,,,,,,,,,,,hp2.3.flac,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
6,HP_Screen,1,imported_HP Instructions,1,1,,,,,,,1,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
4,GenInstructMemCat,1,InstructionsMemCat,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
2,Consent,1,Consent,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-01-26T19:15:12.000Z,362610,group_6,403298,Memory3/Cat.2,1,2022-01-26T18:28:11.000Z,,,,not measured,,True
