Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,ab_pitch,age_range,answer,best_instru,choice,clip,Condition_Id,conditions,consent,correct_incorrect_m_2,correct_incorrect_m_3,correct_incorrect_mem_1,correct_incorrect_p_1,correct_incorrect_p_2,correct_incorrect_p_3,correct_incorrect_practice_m,correct_incorrect_practice_p,correctCount,decision,earworm,errorCount,exampleCount,familiarity,fileArray,filePick,Frequenc,genre,genre_3,genre_4,hour,imagery,imagery_2,Instr,isCorrect,listen_time,music_theory,name_instru,nrErrors,num_instru,participant_choice,participant_choice_2,participant_choice2,participant_spacePress,participant_spacePress2,played_notplayed,practice_catseg_scramble,relative_pitch,response,response_seg,response_seg2,response_Time2,responseTime,retestCount,scramble_cat_1,scramble_cat_3,scramble_cat_4,scramble_catseg_4,scramble_level,scramble_m_1,scramble_m_2,scramble_m_3,scramble_open_3,scramble_p_1,scramble_p_2,scramble_p_3,set1response,soundName,strategy,time_atClipStart1,toneSequence,always_fullscreen,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
9,Memory 1,4,Memory_1,1,35,,,,,Second,2_2B_memory_5.mp3,4,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,643.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,2,28,,,,,First,3_2B_memory_3.mp3,3,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,489.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,3,1,,,,,First,2_8B_memory_1.mp3,1,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,893.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,4,26,,,,,First,3_2B_memory_1.mp3,3,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,562.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,5,5,,,,,First,2_8B_memory_5.mp3,1,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,378.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,6,54,,,,,Second,2_1B_memory_4.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,506.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,7,13,,,,,Second,2_8B_memory_3.mp3,2,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,430.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,8,58,,,,,Second,3_1B_memory_3.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,630.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,9,40,,,,,First,3_2B_memory_5.mp3,4,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,518.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,10,60,,,,,Second,3_1B_memory_5.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,649.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,11,10,,,,,First,3_8B_memory_5.mp3,1,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,377.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,12,53,,,,,Second,2_1B_memory_3.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,431.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,13,27,,,,,Second,3_2B_memory_2.mp3,3,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,503.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,14,12,,,,,Second,2_8B_memory_2.mp3,2,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,522.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,15,56,,,,,First,3_1B_memory_1.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,674.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,16,32,,,,,First,2_2B_memory_2.mp3,4,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,557.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,17,42,,,,,Second,2_1B_memory_2.mp3,5,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,491.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,18,7,,,,,First,3_8B_memory_2.mp3,1,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,526.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,19,51,,,,,Second,2_1B_memory_1.mp3,6,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,506.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,20,34,,,,,Second,2_2B_memory_4.mp3,4,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,490.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,21,47,,,,,First,3_1B_memory_2.mp3,5,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,452.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,22,39,,,,,Second,3_2B_memory_4.mp3,4,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,438.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,23,4,,,,,First,2_8B_memory_4.mp3,1,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,683.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,24,18,,,,,Second,3_8B_memory_3.mp3,2,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,462.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,25,45,,,,,First,2_1B_memory_5.mp3,5,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,483.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,26,6,,,,,First,3_8B_memory_1.mp3,1,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,453.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,27,23,,,,,Second,2_2B_memory_3.mp3,3,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,388.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,28,49,,,,,First,3_1B_memory_4.mp3,5,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,515.0,,,,,,,1B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,29,19,,,,,Second,3_8B_memory_4.mp3,2,,,,,incorrect_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,396.0,,,,,,,8B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,4,Memory_1,30,21,,,,,Second,2_2B_memory_1.mp3,3,,,,,correct_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,347.0,,,,,,,2B,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,3,Ready?,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,2,Practice_Memory,1,3,,,,,First,,1,,,,,,,,,correct_incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,1457.0,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,2,Practice_Memory,2,2,,,,,First,,1,,,,,,,,,correct_incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correct,,,,600.0,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,2,Practice_Memory,3,1,,,,,Second,,1,,,,,,,,,correct_incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect,,,,1263.0,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
9,Memory 1,1,Instructions_Memory,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
7,AP_Screen,3,imported_AP_eval,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,1,2,,,,,,,2,,,,,,,,,,,,two,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I_S_O,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,2,5,,,,,,,5,,,,,,,,,,,,two,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O_S_I,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,3,1,,,,,,,1,,,,,,,,,,,,three,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I_O_S,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,4,3,,,,,,,3,,,,,,,,,,,,one,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_O_I,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,5,4,,,,,,,4,,,,,,,,,,,,one,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_I_O,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
7,AP_Screen,2,imported_AP_headphone test,6,6,,,,,,,6,,,,,,,,,,,,three,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O_I_S,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
7,AP_Screen,1,imported_AP_instruction,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
6,HP_Screen,3,imported_HP Evaluation,1,1,,,,,,,1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,1,6,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp4.2.flac,,,,,,,,,,,,,,,,,,,,,,,choice 2,,,,,,,,,,,,,,,,,,,hp4.2.flac,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,2,2,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp1.2.flac,,,,,,,,,,,,,,,,,,,,,,,choice 2,,,,,,,,,,,,,,,,,,,hp1.2.flac,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,3,3,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp4.1.flac,,,,,,,,,,,,,,,,,,,,,,,choice 1,,,,,,,,,,,,,,,,,,,hp4.1.flac,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,4,5,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp3.2.flac,,,,,,,,,,,,,,,,,,,,,,,choice 2,,,,,,,,,,,,,,,,,,,hp3.2.flac,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,5,4,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp6.3.flac,,,,,,,,,,,,,,,,,,,,,,,choice 3,,,,,,,,,,,,,,,,,,,hp6.3.flac,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
6,HP_Screen,2,imported_HP Trials,6,1,,,,,,,1,,,,,,,,,,,,,,0.0,,,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp5.1.flac,,,,,,,,,,,,,,,,,,,,,,,choice 1,,,,,,,,,,,,,,,,,,,hp5.1.flac,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
6,HP_Screen,1,imported_HP Instructions,1,1,,,,,,,1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
4,GenInstructMemOpen,1,InstructionsMemOpen,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
2,Consent,1,Consent,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2022-03-08T23:19:42.000Z,385660,group_1,431854,Memory1/Open4,1,2022-03-08T22:39:04.000Z,,,,not measured,,True
